Attendance_ID,Employee_ID,Date,Status
1736,1864,2025-08-19,Absent
1737,1700,2025-08-01,Absent
1738,1671,2025-09-14,Absent
1739,1036,2025-08-25,Present
1740,1095,2025-09-11,Absent
1741,1165,2025-08-10,Leave
1742,1680,2025-09-07,Leave
1743,1799,2025-08-11,Present
1744,1613,2025-09-11,Leave
1745,1271,2025-07-28,Leave
1746,1004,2025-08-05,Leave
1747,1285,2025-08-03,Present
1748,1812,2025-08-05,Absent
1749,1261,2025-08-14,Present
1750,1234,2025-08-04,Absent
1751,1116,2025-08-24,Present
1752,1444,2025-08-29,Absent
1753,1066,2025-08-11,Present
1754,1082,2025-08-30,Present
1755,1481,2025-08-22,Leave
1756,1176,2025-09-19,Leave
1757,1104,2025-09-15,Absent
1758,1722,2025-09-10,Leave
1759,1020,2025-09-09,Present
1760,1294,2025-09-20,Leave
1761,1548,2025-09-13,Present
1762,1755,2025-08-28,Leave
1763,1797,2025-09-16,Leave
1764,1311,2025-09-19,Absent
1765,1677,2025-08-23,Absent
1766,1144,2025-09-11,Absent
1767,1038,2025-09-17,Absent
1768,1796,2025-09-05,Present
1769,1788,2025-09-16,Absent
1770,1873,2025-08-08,Present
1771,1863,2025-07-27,Present
1772,1332,2025-09-07,Absent
1773,1300,2025-08-07,Present
1774,1266,2025-07-25,Leave
1775,1631,2025-08-07,Absent
1776,1544,2025-09-07,Leave
1777,1064,2025-09-22,Leave
1778,1799,2025-09-11,Leave
1779,1476,2025-09-12,Leave
1780,1086,2025-08-26,Absent
1781,1312,2025-09-10,Present
1782,1144,2025-08-18,Absent
1783,1552,2025-09-13,Leave
1784,1088,2025-08-22,Leave
1785,1604,2025-08-07,Leave
1786,1773,2025-07-26,Leave
1787,1736,2025-09-04,Leave
1788,1436,2025-07-28,Present
1789,1543,2025-08-10,Absent
1790,1593,2025-09-10,Absent
1791,1212,2025-09-07,Leave
1792,1564,2025-09-16,Absent
1793,1476,2025-08-29,Absent
1794,1975,2025-09-02,Present
1795,1559,2025-08-22,Absent
1796,1761,2025-09-10,Absent
1797,1727,2025-08-16,Absent
1798,1140,2025-09-03,Absent
1799,1977,2025-08-08,Present
1800,1613,2025-08-10,Absent
1801,1033,2025-07-27,Present
1802,1445,2025-09-19,Leave
1803,1494,2025-08-03,Absent
1804,1318,2025-08-27,Absent
1805,1121,2025-09-11,Leave
1806,1840,2025-09-09,Present
1807,1035,2025-07-26,Present
1808,1049,2025-09-05,Present
1809,1516,2025-09-17,Leave
1810,1822,2025-09-06,Present
1811,1322,2025-08-25,Leave
1812,1168,2025-09-05,Absent
1813,1608,2025-08-09,Absent
1814,1018,2025-08-22,Leave
1815,1116,2025-08-07,Leave
1816,1959,2025-08-04,Absent
1817,1463,2025-07-26,Present
1818,1528,2025-08-13,Absent
1819,1276,2025-08-17,Leave
1820,1555,2025-08-06,Present
1821,1049,2025-08-28,Absent
1822,1872,2025-08-12,Absent
1823,1092,2025-08-18,Leave
1824,1556,2025-08-27,Absent
1825,1928,2025-09-16,Present
1826,1388,2025-09-10,Absent
1827,1667,2025-08-13,Leave
1828,1224,2025-09-03,Absent
1829,1864,2025-08-30,Leave
1830,1983,2025-08-29,Leave
1831,1030,2025-09-04,Leave
1832,1720,2025-07-31,Present
1833,1284,2025-08-29,Leave
1834,1433,2025-08-06,Present
1835,1916,2025-08-27,Absent
1836,1715,2025-09-19,Absent
1837,1463,2025-08-13,Leave
1838,1703,2025-08-04,Present
1839,1376,2025-09-05,Leave
1840,1427,2025-09-12,Leave
1841,1190,2025-09-05,Leave
1842,1602,2025-08-06,Absent
1843,1827,2025-09-14,Absent
1844,1309,2025-08-14,Present
1845,1259,2025-09-18,Leave
1846,1601,2025-08-27,Present
1847,1975,2025-08-14,Present
1848,1869,2025-08-16,Absent
1849,1794,2025-08-29,Leave
1850,1992,2025-08-23,Present
1851,1359,2025-08-07,Present
1852,1416,2025-09-11,Leave
1853,1383,2025-09-23,Leave
1854,1354,2025-09-09,Absent
1855,1778,2025-07-27,Leave
1856,1203,2025-07-25,Leave
1857,1870,2025-09-19,Leave
1858,1255,2025-08-12,Leave
1859,1410,2025-08-07,Absent
1860,1792,2025-08-02,Present
1861,1999,2025-08-01,Present
1862,1592,2025-09-02,Absent
1863,1508,2025-09-08,Absent
1864,1120,2025-08-27,Present
1865,1615,2025-08-07,Absent
1866,1027,2025-07-31,Absent
1867,1854,2025-09-20,Absent
1868,1941,2025-09-09,Leave
1869,1694,2025-08-12,Present
1870,1513,2025-08-16,Present
1871,1873,2025-08-15,Present
1872,1730,2025-08-12,Absent
1873,1660,2025-08-25,Present
1874,1095,2025-08-08,Present
1875,1602,2025-08-30,Leave
1876,1752,2025-09-20,Leave
1877,1826,2025-08-23,Absent
1878,1880,2025-08-24,Present
1879,1562,2025-08-06,Absent
1880,1204,2025-09-01,Absent
1881,1879,2025-08-30,Absent
1882,1703,2025-08-08,Absent
1883,1203,2025-09-17,Leave
1884,1432,2025-07-29,Absent
1885,1970,2025-08-25,Leave
1886,1196,2025-09-09,Absent
1887,1950,2025-08-15,Absent
1888,1977,2025-08-06,Absent
1889,1193,2025-09-20,Leave
1890,1388,2025-07-27,Present
1891,1970,2025-08-26,Present
1892,1408,2025-09-10,Leave
1893,1170,2025-08-23,Present
1894,1874,2025-08-25,Present
1895,1819,2025-09-09,Absent
1896,1296,2025-09-04,Present
1897,1195,2025-08-01,Present
1898,1785,2025-08-27,Absent
1899,1192,2025-08-05,Leave
1900,1715,2025-09-15,Present
1901,1232,2025-09-19,Absent
1902,1237,2025-08-07,Absent
1903,1094,2025-08-17,Absent
1904,1997,2025-08-09,Absent
1905,1497,2025-09-04,Absent
1906,1865,2025-07-28,Present
1907,1942,2025-08-16,Leave
1908,1292,2025-09-14,Present
1909,1432,2025-08-25,Absent
1910,1858,2025-07-31,Present
1911,1051,2025-08-17,Absent
1912,1370,2025-09-12,Absent
1913,1940,2025-09-06,Present
1914,1072,2025-09-18,Absent
1915,1959,2025-08-04,Leave
1916,1660,2025-09-12,Absent
1917,1133,2025-08-03,Leave
1918,1866,2025-09-03,Absent
1919,1780,2025-08-23,Absent
1920,1132,2025-08-01,Absent
1921,1658,2025-09-14,Present
1922,1461,2025-09-08,Absent
1923,1999,2025-08-22,Absent
1924,1017,2025-09-21,Present
1925,1308,2025-09-20,Present
1926,1236,2025-08-21,Absent
1927,1289,2025-08-15,Leave
1928,1595,2025-09-16,Present
1929,1648,2025-08-19,Absent
1930,1735,2025-08-20,Leave
1931,1126,2025-08-07,Present
1932,1696,2025-08-04,Leave
1933,1186,2025-09-16,Present
1934,1554,2025-08-11,Absent
1935,1216,2025-09-20,Leave
1936,1577,2025-08-19,Absent
1937,1664,2025-07-31,Absent
1938,1822,2025-08-27,Absent
1939,1924,2025-09-17,Present
1940,1508,2025-09-23,Present
1941,1162,2025-08-01,Absent
1942,1935,2025-08-05,Absent
1943,1825,2025-09-19,Present
1944,1504,2025-09-16,Absent
1945,1028,2025-09-23,Leave
1946,1550,2025-09-02,Absent
1947,1226,2025-08-04,Present
1948,1598,2025-09-19,Present
1949,1452,2025-09-09,Present
1950,1556,2025-08-25,Absent
1951,1660,2025-07-30,Present
1952,1675,2025-09-02,Leave
1953,1175,2025-09-19,Absent
1954,1285,2025-08-26,Absent
1955,1672,2025-08-07,Leave
1956,1318,2025-08-26,Present
1957,1529,2025-09-10,Present
1958,1662,2025-08-14,Leave
1959,1574,2025-08-07,Present
1960,1019,2025-09-19,Leave
1961,1483,2025-07-31,Absent
1962,1966,2025-08-22,Present
1963,1062,2025-09-23,Leave
1964,1073,2025-07-30,Present
1965,1434,2025-07-29,Leave
1966,1043,2025-08-27,Absent
1967,1531,2025-09-12,Leave
1968,1697,2025-08-11,Leave
1969,1348,2025-09-04,Absent
1970,1121,2025-08-12,Leave
1971,1779,2025-08-06,Leave
1972,1450,2025-09-02,Absent
1973,1139,2025-08-17,Absent
1974,1474,2025-08-03,Absent
1975,1149,2025-07-28,Leave
1976,1693,2025-07-25,Leave
1977,1370,2025-09-11,Present
1978,1429,2025-08-09,Leave
1979,1670,2025-09-16,Leave
1980,1905,2025-09-19,Absent
1981,1059,2025-08-08,Absent
1982,1577,2025-08-21,Absent
1983,1310,2025-07-29,Present
1984,1438,2025-09-21,Absent
1985,1682,2025-08-15,Present
1986,1820,2025-09-12,Leave
1987,1736,2025-08-27,Present
1988,1063,2025-08-19,Absent
1989,1771,2025-09-02,Leave
1990,1070,2025-09-20,Present
1991,1575,2025-08-10,Absent
1992,1415,2025-08-05,Leave
1993,1700,2025-08-08,Leave
1994,1624,2025-08-22,Leave
1995,1539,2025-09-18,Present
1996,1797,2025-08-09,Leave
1997,1908,2025-08-27,Absent
1998,1392,2025-08-10,Absent
1999,1698,2025-09-22,Leave
2000,1858,2025-08-13,Absent
2001,1363,2025-08-30,Present
2002,1590,2025-09-07,Leave
2003,1885,2025-09-03,Leave
2004,1531,2025-09-23,Absent
2005,1518,2025-08-31,Leave
2006,1188,2025-08-23,Leave
2007,1321,2025-08-29,Absent
2008,1745,2025-07-28,Absent
2009,1769,2025-09-17,Present
2010,1798,2025-07-25,Leave
2011,1558,2025-08-11,Present
2012,1726,2025-08-02,Present
2013,1918,2025-08-22,Present
2014,1558,2025-09-22,Absent
2015,1378,2025-09-13,Present
2016,1129,2025-09-10,Absent
2017,1957,2025-08-17,Present
2018,1794,2025-09-18,Leave
2019,1191,2025-08-18,Present
2020,1793,2025-08-09,Leave
2021,1626,2025-08-19,Absent
2022,1394,2025-07-26,Leave
2023,1730,2025-08-26,Leave
2024,1588,2025-09-15,Present
2025,1497,2025-08-05,Absent
2026,1133,2025-07-29,Leave
2027,1438,2025-08-23,Leave
2028,1744,2025-08-09,Leave
2029,1614,2025-08-22,Leave
2030,1254,2025-09-06,Leave
2031,1087,2025-08-14,Present
2032,1008,2025-09-10,Absent
2033,1760,2025-09-20,Leave
2034,1753,2025-08-21,Absent
2035,1779,2025-08-26,Leave
2036,1421,2025-09-10,Present
2037,1905,2025-09-08,Absent
2038,1816,2025-09-03,Leave
2039,1809,2025-08-04,Absent
2040,1958,2025-09-11,Leave
2041,1379,2025-08-30,Absent
2042,1959,2025-08-24,Leave
2043,1732,2025-08-01,Leave
2044,1733,2025-08-16,Leave
2045,1113,2025-09-04,Absent
2046,1240,2025-08-25,Absent
2047,1784,2025-09-14,Absent
2048,1239,2025-08-01,Absent
2049,1021,2025-07-28,Absent
2050,1828,2025-09-07,Absent
2051,1617,2025-08-24,Leave
2052,1277,2025-08-31,Leave
2053,1452,2025-08-06,Leave
2054,1784,2025-09-07,Absent
2055,1542,2025-09-20,Leave
2056,1094,2025-09-13,Leave
2057,1692,2025-08-18,Present
2058,1195,2025-07-30,Leave
2059,1883,2025-08-17,Leave
2060,1951,2025-08-18,Present
2061,1269,2025-09-12,Leave
2062,1698,2025-08-29,Absent
2063,1988,2025-08-30,Absent
2064,1088,2025-08-09,Present
2065,1063,2025-09-14,Absent
2066,1449,2025-09-19,Absent
2067,1759,2025-08-14,Absent
2068,1503,2025-09-15,Absent
2069,1643,2025-09-04,Present
2070,1901,2025-09-17,Present
2071,1500,2025-08-28,Absent
2072,1699,2025-09-03,Absent
2073,1771,2025-09-15,Leave
2074,1445,2025-07-31,Absent
2075,1366,2025-09-22,Leave
2076,1296,2025-09-01,Leave
2077,1498,2025-08-22,Present
2078,1397,2025-09-04,Absent
2079,1789,2025-08-31,Leave
2080,1892,2025-08-15,Present
2081,1210,2025-08-19,Present
2082,1363,2025-09-04,Absent
2083,1883,2025-09-02,Leave
2084,1208,2025-08-05,Present
2085,1576,2025-09-22,Absent
2086,1718,2025-07-29,Present
2087,1416,2025-09-09,Present
2088,1074,2025-08-14,Leave
2089,1736,2025-08-13,Present
2090,1463,2025-08-15,Leave
2091,1315,2025-08-23,Absent
2092,1229,2025-08-06,Absent
2093,1515,2025-09-15,Present
2094,1814,2025-07-30,Leave
2095,1434,2025-09-20,Absent
2096,1934,2025-09-16,Leave
2097,1653,2025-08-11,Leave
2098,1578,2025-09-01,Present
2099,1788,2025-08-27,Present
2100,1221,2025-09-21,Present
2101,1804,2025-08-21,Leave
2102,1955,2025-07-27,Leave
2103,1754,2025-08-01,Present
2104,1871,2025-09-10,Leave
2105,1683,2025-08-14,Leave
2106,1130,2025-08-11,Absent
2107,1539,2025-08-08,Present
2108,1722,2025-09-23,Absent
2109,1218,2025-08-20,Present
2110,1926,2025-09-17,Leave
2111,1092,2025-09-07,Absent
2112,1804,2025-08-25,Leave
2113,1486,2025-08-14,Absent
2114,1787,2025-08-03,Leave
2115,1241,2025-08-03,Present
2116,1849,2025-07-27,Absent
2117,1359,2025-09-18,Absent
2118,1384,2025-09-19,Absent
2119,1675,2025-09-18,Present
2120,1315,2025-08-12,Present
2121,1378,2025-09-09,Absent
2122,1276,2025-07-30,Leave
2123,1798,2025-09-08,Present
2124,1532,2025-09-18,Leave
2125,1628,2025-09-18,Present
2126,1055,2025-08-01,Present
2127,1664,2025-09-01,Leave
2128,1169,2025-09-14,Leave
2129,1753,2025-08-11,Absent
2130,1987,2025-08-21,Leave
2131,1241,2025-09-12,Present
2132,1166,2025-08-23,Leave
2133,1111,2025-08-01,Leave
2134,1134,2025-07-29,Leave
2135,1389,2025-07-31,Absent
2136,1711,2025-08-21,Present
2137,1177,2025-09-13,Absent
2138,1441,2025-09-14,Leave
2139,1130,2025-08-11,Absent
2140,1562,2025-08-29,Absent
2141,1569,2025-08-28,Leave
2142,1412,2025-09-21,Present
2143,1371,2025-08-09,Absent
2144,1293,2025-09-21,Present
2145,1329,2025-08-06,Leave
2146,1989,2025-08-14,Leave
2147,1740,2025-08-14,Absent
2148,1074,2025-08-17,Leave
2149,1907,2025-09-10,Absent
2150,1199,2025-08-11,Leave
2151,1493,2025-09-20,Absent
2152,1423,2025-07-31,Leave
2153,1373,2025-08-23,Leave
2154,1928,2025-09-09,Absent
2155,1720,2025-08-12,Present
2156,1793,2025-08-25,Absent
2157,1351,2025-08-18,Absent
2158,1304,2025-07-28,Absent
2159,1672,2025-08-09,Leave
2160,1742,2025-09-10,Leave
2161,1237,2025-09-17,Leave
2162,1284,2025-08-03,Leave
2163,1129,2025-09-16,Present
2164,1342,2025-08-30,Present
2165,1309,2025-08-07,Absent
2166,1009,2025-08-22,Leave
2167,1807,2025-07-26,Leave
2168,1312,2025-08-17,Leave
2169,1997,2025-09-18,Absent
2170,1388,2025-08-31,Present
2171,1908,2025-08-01,Absent
2172,1493,2025-08-14,Leave
2173,1042,2025-08-30,Leave
2174,1025,2025-08-06,Absent
2175,1248,2025-09-10,Present
2176,1058,2025-09-01,Present
2177,1367,2025-08-15,Leave
2178,1670,2025-09-18,Leave
2179,1153,2025-09-13,Absent
2180,1992,2025-08-11,Absent
2181,1091,2025-08-23,Absent
2182,1360,2025-08-20,Present
2183,1556,2025-08-07,Absent
2184,1160,2025-07-31,Absent
2185,1435,2025-08-09,Absent
2186,1591,2025-08-07,Absent
2187,1421,2025-09-16,Leave
2188,1196,2025-08-28,Leave
2189,1988,2025-07-31,Present
2190,1270,2025-09-03,Present
2191,1135,2025-08-17,Absent
2192,1845,2025-09-21,Absent
2193,1822,2025-09-13,Present
2194,1245,2025-08-13,Leave
2195,1055,2025-09-11,Absent
2196,1725,2025-09-17,Leave
2197,1382,2025-09-15,Present
2198,1525,2025-09-13,Absent
2199,1314,2025-08-28,Leave
2200,1072,2025-09-18,Present
2201,1024,2025-08-10,Absent
2202,1392,2025-09-04,Absent
2203,1600,2025-07-25,Present
2204,1678,2025-08-11,Present
2205,1914,2025-08-07,Present
2206,1794,2025-09-03,Present
2207,1970,2025-09-22,Present
2208,1070,2025-09-10,Absent
2209,1508,2025-08-05,Absent
2210,1102,2025-08-27,Present
2211,1329,2025-09-22,Present
2212,1101,2025-07-30,Present
2213,1008,2025-09-08,Absent
2214,1736,2025-09-09,Leave
2215,1444,2025-08-08,Present
2216,1286,2025-07-31,Present
2217,1487,2025-08-10,Present
2218,1670,2025-08-16,Absent
2219,1063,2025-09-21,Absent
2220,1125,2025-08-05,Present
2221,1757,2025-09-18,Leave
2222,1312,2025-08-22,Leave
2223,1352,2025-08-17,Present
2224,1409,2025-09-12,Present
2225,1466,2025-08-20,Absent
2226,1897,2025-08-07,Leave
2227,1195,2025-08-08,Present
2228,1087,2025-07-30,Absent
2229,1424,2025-09-08,Leave
2230,1139,2025-09-14,Absent
2231,1058,2025-08-15,Present
2232,1465,2025-08-25,Present
2233,1954,2025-08-28,Leave
2234,1874,2025-08-26,Absent
2235,1956,2025-09-06,Present
2236,1899,2025-09-20,Leave
2237,1725,2025-08-11,Present
2238,1084,2025-08-16,Present
2239,1603,2025-08-20,Present
2240,1747,2025-08-24,Present
2241,1455,2025-07-27,Absent
2242,1809,2025-09-13,Leave
2243,1638,2025-08-12,Present
2244,1943,2025-08-01,Present
2245,1162,2025-07-30,Absent
2246,1104,2025-08-13,Present
2247,1949,2025-08-30,Leave
2248,1637,2025-08-07,Leave
2249,1829,2025-08-09,Present
2250,1404,2025-09-21,Present
2251,2000,2025-07-31,Leave
2252,1730,2025-09-14,Absent
2253,1379,2025-09-19,Absent
2254,1057,2025-08-05,Absent
2255,1532,2025-08-05,Present
2256,1384,2025-08-07,Present
2257,1003,2025-08-19,Leave
2258,1210,2025-08-19,Absent
2259,1873,2025-08-24,Present
2260,1671,2025-08-31,Leave
2261,1742,2025-09-07,Present
2262,1156,2025-07-25,Absent
2263,1944,2025-08-20,Present
2264,1336,2025-08-08,Leave
2265,1253,2025-08-05,Absent
2266,1960,2025-08-07,Leave
2267,1316,2025-09-17,Present
2268,1248,2025-08-25,Absent
2269,1140,2025-08-20,Leave
2270,1765,2025-08-09,Present
2271,1259,2025-09-21,Present
2272,1162,2025-08-02,Absent
2273,1585,2025-07-28,Present
2274,1601,2025-09-16,Present
2275,1310,2025-09-14,Present
2276,1567,2025-07-28,Present
2277,1296,2025-07-31,Leave
2278,1870,2025-08-23,Absent
2279,1133,2025-07-30,Absent
2280,1445,2025-09-02,Absent
2281,1359,2025-08-05,Leave
2282,1457,2025-07-29,Absent
2283,1954,2025-08-13,Leave
2284,1319,2025-09-21,Leave
2285,1375,2025-09-12,Absent
2286,1458,2025-07-26,Absent
2287,1553,2025-07-31,Absent
2288,1476,2025-09-12,Leave
2289,1980,2025-08-28,Present
2290,1521,2025-09-03,Present
2291,1569,2025-09-02,Present
2292,1905,2025-08-28,Absent
2293,1700,2025-08-05,Present
2294,1277,2025-08-21,Leave
2295,1423,2025-08-15,Absent
2296,1451,2025-09-17,Present
2297,1790,2025-08-08,Absent
2298,1164,2025-08-10,Absent
2299,1407,2025-08-12,Leave
2300,1966,2025-08-18,Present
2301,1027,2025-07-29,Absent
2302,1451,2025-09-18,Present
2303,1775,2025-08-28,Absent
2304,1615,2025-09-20,Absent
2305,1361,2025-08-06,Present
2306,1493,2025-09-06,Absent
2307,1197,2025-08-15,Present
2308,1821,2025-07-29,Present
2309,1848,2025-07-30,Absent
2310,1337,2025-07-31,Present
2311,1519,2025-09-17,Leave
2312,1422,2025-08-06,Present
2313,1521,2025-09-16,Leave
2314,1004,2025-09-07,Present
2315,1699,2025-08-21,Absent
2316,1264,2025-07-27,Absent
2317,1705,2025-08-03,Present
2318,1418,2025-09-22,Present
2319,1050,2025-08-29,Leave
2320,1629,2025-09-22,Absent
2321,1393,2025-07-29,Present
2322,1639,2025-09-05,Leave
2323,1379,2025-09-20,Present
2324,1846,2025-08-08,Leave
2325,1447,2025-08-11,Absent
2326,1405,2025-09-07,Leave
2327,1553,2025-08-12,Leave
2328,1439,2025-07-27,Leave
2329,1673,2025-08-12,Present
2330,1819,2025-08-20,Leave
2331,1781,2025-08-15,Leave
2332,1398,2025-08-20,Present
2333,1518,2025-08-26,Absent
2334,1602,2025-09-13,Leave
2335,1439,2025-09-05,Absent
2336,1287,2025-09-08,Leave
2337,1234,2025-09-03,Leave
2338,1206,2025-09-02,Leave
2339,1035,2025-07-26,Absent
2340,1825,2025-08-04,Absent
2341,1857,2025-09-14,Absent
2342,1637,2025-09-11,Leave
2343,1914,2025-07-25,Absent
2344,1671,2025-09-07,Leave
2345,1003,2025-08-24,Absent
2346,1883,2025-08-26,Leave
2347,1060,2025-08-10,Absent
2348,1569,2025-08-14,Absent
2349,1132,2025-07-27,Present
2350,1439,2025-08-28,Leave
2351,1407,2025-08-21,Absent
2352,1627,2025-09-08,Leave
2353,1212,2025-08-23,Leave
2354,1276,2025-09-07,Leave
2355,1264,2025-09-10,Present
2356,1601,2025-07-27,Present
2357,1125,2025-08-29,Absent
2358,1892,2025-09-14,Absent
2359,1780,2025-08-27,Absent
2360,1161,2025-07-28,Leave
2361,1698,2025-08-13,Present
2362,1015,2025-08-07,Present
2363,1452,2025-09-01,Absent
2364,1080,2025-08-24,Present
2365,1262,2025-08-28,Leave
2366,1040,2025-07-26,Present
2367,1030,2025-08-03,Leave
2368,1815,2025-09-07,Leave
2369,1624,2025-08-30,Present
2370,1167,2025-08-25,Absent
2371,1332,2025-08-17,Present
2372,1137,2025-08-26,Absent
2373,1654,2025-09-08,Absent
2374,1174,2025-08-28,Absent
2375,1130,2025-09-01,Absent
2376,1306,2025-08-08,Absent
2377,1446,2025-08-10,Present
2378,1246,2025-09-18,Absent
2379,1722,2025-09-01,Present
2380,1137,2025-08-29,Absent
2381,1985,2025-08-18,Leave
2382,1531,2025-08-18,Absent
2383,1360,2025-07-31,Absent
2384,1266,2025-09-13,Absent
2385,1130,2025-08-21,Leave
2386,1833,2025-09-11,Absent
2387,1680,2025-08-30,Absent
2388,1285,2025-09-05,Present
2389,1128,2025-07-27,Present
2390,1437,2025-09-20,Leave
2391,1983,2025-09-20,Leave
2392,1785,2025-09-17,Present
2393,1458,2025-09-07,Absent
2394,1667,2025-08-16,Present
2395,1717,2025-08-01,Present
2396,1090,2025-08-18,Present
2397,1972,2025-08-14,Absent
2398,1498,2025-08-29,Leave
2399,1165,2025-09-06,Absent
2400,1082,2025-08-17,Leave
2401,1659,2025-09-17,Present
2402,1345,2025-09-20,Leave
2403,1918,2025-07-25,Leave
2404,1748,2025-08-31,Absent
2405,1974,2025-08-30,Absent
2406,1675,2025-08-08,Absent
2407,1861,2025-08-25,Absent
2408,1442,2025-09-09,Leave
2409,1014,2025-08-28,Absent
2410,1672,2025-09-02,Absent
2411,1051,2025-09-06,Present
2412,1464,2025-09-04,Absent
2413,1623,2025-09-03,Present
2414,1260,2025-07-26,Present
2415,1550,2025-09-13,Absent
2416,1240,2025-08-20,Leave
2417,1441,2025-08-27,Leave
2418,1885,2025-09-22,Leave
2419,1688,2025-08-24,Absent
2420,1529,2025-07-27,Present
2421,1898,2025-08-30,Present
2422,1690,2025-09-20,Absent
2423,1265,2025-09-14,Leave
2424,1310,2025-08-13,Present
2425,1677,2025-08-19,Present
2426,1225,2025-07-25,Leave
2427,1882,2025-08-28,Present
2428,1280,2025-08-21,Leave
2429,1149,2025-09-23,Absent
2430,1761,2025-09-04,Absent
2431,1926,2025-08-19,Present
2432,1938,2025-08-26,Leave
2433,1479,2025-09-22,Absent
2434,1729,2025-08-15,Absent
2435,1619,2025-08-30,Leave
2436,1714,2025-08-19,Leave
2437,1182,2025-08-29,Absent
2438,1565,2025-08-15,Leave
2439,1222,2025-09-11,Absent
2440,1135,2025-08-17,Leave
2441,1378,2025-09-06,Absent
2442,1965,2025-08-23,Absent
2443,1745,2025-09-21,Leave
2444,1493,2025-09-14,Present
2445,1039,2025-08-14,Leave
2446,1908,2025-09-05,Leave
2447,1827,2025-09-01,Leave
2448,1948,2025-08-13,Present
2449,1849,2025-08-16,Present
2450,1579,2025-07-30,Present
2451,1052,2025-09-12,Leave
2452,1671,2025-08-25,Present
2453,1167,2025-08-07,Leave
2454,1684,2025-07-25,Leave
2455,1992,2025-08-20,Leave
2456,1076,2025-08-25,Absent
2457,1834,2025-08-31,Present
2458,1633,2025-07-26,Leave
2459,1815,2025-08-17,Present
2460,1987,2025-08-22,Present
2461,1036,2025-09-02,Absent
2462,1297,2025-09-03,Leave
2463,1290,2025-09-14,Present
2464,1084,2025-09-20,Leave
2465,1361,2025-09-08,Absent
2466,1029,2025-09-19,Present
2467,1658,2025-07-27,Absent
2468,1135,2025-08-22,Absent
2469,1082,2025-08-22,Absent
2470,1234,2025-09-16,Leave
2471,1045,2025-09-21,Present
2472,1498,2025-08-03,Present
2473,1597,2025-08-22,Leave
2474,1048,2025-08-19,Absent
2475,1406,2025-09-20,Present
2476,1419,2025-09-20,Leave
2477,1219,2025-07-26,Absent
2478,1894,2025-08-08,Present
2479,1936,2025-09-04,Leave
2480,1318,2025-09-04,Absent
2481,1401,2025-09-08,Present
2482,1796,2025-09-05,Absent
2483,1765,2025-07-25,Leave
2484,1649,2025-08-08,Present
2485,1133,2025-07-25,Leave
2486,1890,2025-08-19,Present
2487,1387,2025-09-22,Leave
2488,1701,2025-08-27,Leave
2489,1529,2025-09-10,Present
2490,1763,2025-09-07,Present
2491,1448,2025-08-09,Present
2492,1187,2025-08-02,Present
2493,1700,2025-07-27,Absent
2494,1319,2025-08-15,Present
2495,1805,2025-07-27,Absent
2496,1508,2025-09-06,Present
2497,1367,2025-08-11,Absent
2498,1176,2025-09-10,Absent
2499,1447,2025-08-05,Absent
2500,1069,2025-07-26,Leave
2501,1484,2025-08-24,Absent
2502,1402,2025-08-30,Absent
2503,1985,2025-08-05,Absent
2504,1188,2025-08-30,Present
2505,1015,2025-07-26,Present
2506,1610,2025-09-04,Absent
2507,1673,2025-08-04,Present
2508,1454,2025-09-08,Leave
2509,1546,2025-09-15,Present
2510,1651,2025-09-16,Leave
2511,1166,2025-07-25,Leave
2512,1305,2025-08-06,Present
2513,1681,2025-08-06,Present
2514,1089,2025-08-01,Leave
2515,1025,2025-08-20,Absent
2516,1570,2025-08-17,Absent
2517,1463,2025-08-18,Present
2518,1607,2025-09-22,Absent
2519,1416,2025-09-06,Present
2520,1157,2025-09-20,Leave
2521,1505,2025-09-21,Present
2522,1001,2025-08-17,Present
2523,1678,2025-08-02,Leave
2524,1801,2025-09-16,Absent
2525,1345,2025-08-06,Absent
2526,1182,2025-08-13,Present
2527,1075,2025-08-11,Absent
2528,1617,2025-08-15,Absent
2529,1786,2025-07-28,Leave
2530,1778,2025-08-04,Present
2531,1899,2025-08-18,Absent
2532,1839,2025-08-11,Absent
2533,1041,2025-08-17,Leave
2534,1423,2025-08-10,Leave
2535,1250,2025-09-17,Present
2536,1048,2025-08-12,Absent
2537,1699,2025-08-02,Absent
2538,1647,2025-08-28,Present
2539,1120,2025-09-01,Leave
2540,1785,2025-07-26,Absent
2541,1157,2025-08-15,Present
2542,1236,2025-09-03,Leave
2543,1984,2025-08-08,Absent
2544,1655,2025-09-06,Leave
2545,1099,2025-09-06,Leave
2546,1338,2025-08-25,Absent
2547,1804,2025-08-25,Leave
2548,1036,2025-07-30,Leave
2549,1332,2025-09-18,Present
2550,1886,2025-09-15,Present
2551,1525,2025-07-26,Absent
2552,1618,2025-09-19,Present
2553,1314,2025-09-15,Absent
2554,1182,2025-08-10,Absent
2555,1897,2025-08-26,Leave
2556,1976,2025-09-18,Present
2557,1026,2025-08-16,Present
2558,1105,2025-09-09,Present
2559,1109,2025-09-02,Leave
2560,1802,2025-09-04,Leave
2561,1276,2025-08-28,Present
2562,1067,2025-08-20,Present
2563,1468,2025-09-01,Leave
2564,1181,2025-09-23,Present
2565,1274,2025-08-20,Present
2566,1935,2025-08-14,Present
2567,1727,2025-09-05,Present
2568,1864,2025-08-12,Leave
2569,1209,2025-08-13,Absent
2570,1334,2025-09-23,Present
2571,1369,2025-08-14,Present
2572,1252,2025-08-27,Leave
